game_id,date,away_team,away_points,home_team,home_points,away_rest,home_rest,winning_team
262,2015-11-30,Golden State Warriors,106.0,Utah Jazz,103.0,1.0,1.0,Golden State Warriors
264,2015-12-01,Phoenix Suns,91.0,Brooklyn Nets,94.0,1.0,1.0,Brooklyn Nets
265,2015-12-01,Washington Wizards,97.0,Cleveland Cavaliers,85.0,2.0,2.0,Washington Wizards
266,2015-12-01,Orlando Magic,96.0,Minnesota Timberwolves,93.0,1.0,1.0,Orlando Magic
267,2015-12-01,Memphis Grizzlies,113.0,New Orleans Pelicans,104.0,1.0,2.0,Memphis Grizzlies
268,2015-12-01,Los Angeles Lakers,91.0,Philadelphia 76ers,103.0,1.0,1.0,Philadelphia 76ers
269,2015-12-01,Dallas Mavericks,115.0,Portland Trail Blazers,112.0,0.0,0.0,Dallas Mavericks
270,2015-12-02,Toronto Raptors,96.0,Atlanta Hawks,86.0,2.0,1.0,Toronto Raptors
271,2015-12-02,Denver Nuggets,90.0,Chicago Bulls,99.0,1.0,1.0,Chicago Bulls
272,2015-12-02,Golden State Warriors,116.0,Charlotte Hornets,99.0,1.0,2.0,Golden State Warriors
273,2015-12-02,Phoenix Suns,122.0,Detroit Pistons,127.0,0.0,1.0,Detroit Pistons
274,2015-12-02,New Orleans Pelicans,101.0,Houston Rockets,108.0,0.0,1.0,Houston Rockets
275,2015-12-02,Indiana Pacers,103.0,Los Angeles Clippers,91.0,2.0,1.0,Indiana Pacers
276,2015-12-02,Philadelphia 76ers,87.0,New York Knicks,99.0,0.0,2.0,New York Knicks
277,2015-12-02,Milwaukee Bucks,70.0,San Antonio Spurs,95.0,1.0,1.0,San Antonio Spurs
278,2015-12-02,Los Angeles Lakers,108.0,Washington Wizards,104.0,0.0,0.0,Los Angeles Lakers
279,2015-12-03,San Antonio Spurs,103.0,Memphis Grizzlies,83.0,0.0,1.0,San Antonio Spurs
280,2015-12-03,Oklahoma City Thunder,95.0,Miami Heat,97.0,2.0,2.0,Miami Heat
281,2015-12-03,Indiana Pacers,111.0,Portland Trail Blazers,123.0,0.0,1.0,Portland Trail Blazers
282,2015-12-03,Boston Celtics,114.0,Sacramento Kings,97.0,2.0,2.0,Boston Celtics
283,2015-12-03,Denver Nuggets,106.0,Toronto Raptors,105.0,0.0,0.0,Denver Nuggets
284,2015-12-03,Orlando Magic,103.0,Utah Jazz,94.0,1.0,2.0,Orlando Magic
285,2015-12-04,Los Angeles Lakers,87.0,Atlanta Hawks,100.0,1.0,1.0,Atlanta Hawks
286,2015-12-04,Houston Rockets,100.0,Dallas Mavericks,96.0,1.0,2.0,Houston Rockets
287,2015-12-04,Milwaukee Bucks,95.0,Detroit Pistons,102.0,1.0,1.0,Detroit Pistons
288,2015-12-04,Cleveland Cavaliers,108.0,New Orleans Pelicans,114.0,2.0,1.0,New Orleans Pelicans
289,2015-12-04,Brooklyn Nets,91.0,New York Knicks,108.0,2.0,1.0,New York Knicks
290,2015-12-04,Phoenix Suns,106.0,Washington Wizards,109.0,1.0,1.0,Washington Wizards
291,2015-12-05,Charlotte Hornets,102.0,Chicago Bulls,96.0,2.0,2.0,Charlotte Hornets
292,2015-12-05,Sacramento Kings,113.0,Houston Rockets,120.0,1.0,0.0,Houston Rockets
293,2015-12-05,Orlando Magic,101.0,Los Angeles Clippers,103.0,1.0,2.0,Los Angeles Clippers
294,2015-12-05,Cleveland Cavaliers,84.0,Miami Heat,99.0,0.0,1.0,Miami Heat
295,2015-12-05,New York Knicks,91.0,Milwaukee Bucks,106.0,0.0,0.0,Milwaukee Bucks
296,2015-12-05,Portland Trail Blazers,109.0,Minnesota Timberwolves,103.0,1.0,3.0,Portland Trail Blazers
297,2015-12-05,Denver Nuggets,108.0,Philadelphia 76ers,105.0,1.0,2.0,Denver Nuggets
298,2015-12-05,Boston Celtics,105.0,San Antonio Spurs,108.0,1.0,1.0,San Antonio Spurs
299,2015-12-05,Golden State Warriors,112.0,Toronto Raptors,109.0,2.0,1.0,Golden State Warriors
300,2015-12-05,Indiana Pacers,119.0,Utah Jazz,122.0,1.0,1.0,Utah Jazz
301,2015-12-06,Golden State Warriors,114.0,Brooklyn Nets,98.0,0.0,1.0,Golden State Warriors
302,2015-12-06,Los Angeles Lakers,91.0,Detroit Pistons,111.0,1.0,1.0,Detroit Pistons
303,2015-12-06,Phoenix Suns,93.0,Memphis Grizzlies,95.0,1.0,2.0,Memphis Grizzlies
304,2015-12-06,Sacramento Kings,95.0,Oklahoma City Thunder,98.0,0.0,2.0,Oklahoma City Thunder
305,2015-12-06,Dallas Mavericks,116.0,Washington Wizards,104.0,1.0,1.0,Dallas Mavericks
306,2015-12-07,Phoenix Suns,103.0,Chicago Bulls,101.0,0.0,1.0,Phoenix Suns
307,2015-12-07,Detroit Pistons,84.0,Charlotte Hornets,104.0,0.0,1.0,Charlotte Hornets
308,2015-12-07,Washington Wizards,114.0,Miami Heat,103.0,0.0,1.0,Washington Wizards
309,2015-12-07,Portland Trail Blazers,88.0,Milwaukee Bucks,90.0,1.0,1.0,Milwaukee Bucks
310,2015-12-07,Los Angeles Clippers,110.0,Minnesota Timberwolves,106.0,1.0,1.0,Los Angeles Clippers
311,2015-12-07,Boston Celtics,111.0,New Orleans Pelicans,93.0,1.0,2.0,Boston Celtics
312,2015-12-07,Dallas Mavericks,104.0,New York Knicks,97.0,0.0,1.0,Dallas Mavericks
313,2015-12-07,San Antonio Spurs,119.0,Philadelphia 76ers,68.0,1.0,1.0,San Antonio Spurs
314,2015-12-07,Los Angeles Lakers,93.0,Toronto Raptors,102.0,0.0,1.0,Toronto Raptors
315,2015-12-08,Houston Rockets,105.0,Brooklyn Nets,110.0,2.0,1.0,Brooklyn Nets
316,2015-12-08,Portland Trail Blazers,100.0,Cleveland Cavaliers,105.0,0.0,2.0,Cleveland Cavaliers
317,2015-12-08,Orlando Magic,85.0,Denver Nuggets,74.0,2.0,2.0,Orlando Magic
318,2015-12-08,Golden State Warriors,131.0,Indiana Pacers,123.0,1.0,2.0,Golden State Warriors
319,2015-12-08,Oklahoma City Thunder,125.0,Memphis Grizzlies,88.0,1.0,1.0,Oklahoma City Thunder
320,2015-12-08,Utah Jazz,106.0,Sacramento Kings,114.0,2.0,1.0,Sacramento Kings
321,2015-12-09,Chicago Bulls,100.0,Boston Celtics,105.0,1.0,1.0,Boston Celtics
322,2015-12-09,Miami Heat,81.0,Charlotte Hornets,99.0,1.0,1.0,Charlotte Hornets
323,2015-12-09,Atlanta Hawks,98.0,Dallas Mavericks,95.0,4.0,1.0,Atlanta Hawks
324,2015-12-09,Memphis Grizzlies,93.0,Detroit Pistons,92.0,0.0,1.0,Memphis Grizzlies
325,2015-12-09,Los Angeles Clippers,109.0,Milwaukee Bucks,95.0,1.0,1.0,Los Angeles Clippers
326,2015-12-09,Los Angeles Lakers,122.0,Minnesota Timberwolves,123.0,1.0,1.0,Minnesota Timberwolves
327,2015-12-09,Orlando Magic,104.0,Phoenix Suns,107.0,0.0,1.0,Phoenix Suns
328,2015-12-09,San Antonio Spurs,94.0,Toronto Raptors,97.0,1.0,1.0,Toronto Raptors
329,2015-12-09,New York Knicks,85.0,Utah Jazz,106.0,1.0,0.0,Utah Jazz
330,2015-12-09,Houston Rockets,109.0,Washington Wizards,103.0,0.0,1.0,Houston Rockets
331,2015-12-10,Philadelphia 76ers,91.0,Brooklyn Nets,100.0,2.0,1.0,Brooklyn Nets
332,2015-12-10,Los Angeles Clippers,80.0,Chicago Bulls,83.0,0.0,0.0,Chicago Bulls
333,2015-12-10,Atlanta Hawks,94.0,Oklahoma City Thunder,107.0,0.0,1.0,Oklahoma City Thunder
334,2015-12-10,New York Knicks,97.0,Sacramento Kings,99.0,0.0,1.0,Sacramento Kings
335,2015-12-11,Golden State Warriors,124.0,Boston Celtics,119.0,2.0,1.0,Golden State Warriors
336,2015-12-11,Minnesota Timberwolves,108.0,Denver Nuggets,111.0,1.0,2.0,Denver Nuggets
337,2015-12-11,Miami Heat,83.0,Indiana Pacers,96.0,1.0,2.0,Indiana Pacers
338,2015-12-11,Charlotte Hornets,123.0,Memphis Grizzlies,99.0,1.0,1.0,Charlotte Hornets
339,2015-12-11,Washington Wizards,105.0,New Orleans Pelicans,107.0,1.0,3.0,New Orleans Pelicans
340,2015-12-11,Cleveland Cavaliers,111.0,Orlando Magic,76.0,2.0,1.0,Cleveland Cavaliers
341,2015-12-11,Detroit Pistons,107.0,Philadelphia 76ers,95.0,1.0,0.0,Detroit Pistons
342,2015-12-11,Portland Trail Blazers,106.0,Phoenix Suns,96.0,2.0,1.0,Portland Trail Blazers
343,2015-12-11,Los Angeles Lakers,87.0,San Antonio Spurs,109.0,1.0,1.0,San Antonio Spurs
344,2015-12-11,Milwaukee Bucks,83.0,Toronto Raptors,90.0,1.0,1.0,Toronto Raptors
345,2015-12-11,Oklahoma City Thunder,94.0,Utah Jazz,90.0,0.0,1.0,Oklahoma City Thunder
346,2015-12-12,San Antonio Spurs,103.0,Atlanta Hawks,78.0,0.0,1.0,San Antonio Spurs
347,2015-12-12,Los Angeles Clippers,105.0,Brooklyn Nets,100.0,1.0,1.0,Los Angeles Clippers
348,2015-12-12,New Orleans Pelicans,94.0,Chicago Bulls,98.0,0.0,1.0,Chicago Bulls
349,2015-12-12,Boston Celtics,98.0,Charlotte Hornets,93.0,0.0,0.0,Boston Celtics
350,2015-12-12,Washington Wizards,114.0,Dallas Mavericks,111.0,0.0,2.0,Washington Wizards
351,2015-12-12,Indiana Pacers,96.0,Detroit Pistons,118.0,0.0,0.0,Detroit Pistons
352,2015-12-12,Los Angeles Lakers,97.0,Houston Rockets,126.0,0.0,2.0,Houston Rockets
353,2015-12-12,Golden State Warriors,95.0,Milwaukee Bucks,108.0,0.0,0.0,Milwaukee Bucks
354,2015-12-12,New York Knicks,112.0,Portland Trail Blazers,110.0,1.0,0.0,New York Knicks
355,2015-12-13,Memphis Grizzlies,97.0,Miami Heat,100.0,1.0,1.0,Miami Heat
356,2015-12-13,Utah Jazz,98.0,Oklahoma City Thunder,104.0,1.0,1.0,Oklahoma City Thunder
357,2015-12-13,Minnesota Timberwolves,101.0,Phoenix Suns,108.0,1.0,1.0,Phoenix Suns
358,2015-12-13,Philadelphia 76ers,76.0,Toronto Raptors,96.0,1.0,1.0,Toronto Raptors
359,2015-12-14,Miami Heat,100.0,Atlanta Hawks,88.0,0.0,1.0,Miami Heat
360,2015-12-14,Orlando Magic,105.0,Brooklyn Nets,82.0,2.0,1.0,Orlando Magic
361,2015-12-14,Philadelphia 76ers,96.0,Chicago Bulls,115.0,0.0,1.0,Chicago Bulls
362,2015-12-14,Phoenix Suns,94.0,Dallas Mavericks,104.0,0.0,1.0,Dallas Mavericks
363,2015-12-14,Houston Rockets,108.0,Denver Nuggets,114.0,1.0,2.0,Denver Nuggets
364,2015-12-14,Los Angeles Clippers,105.0,Detroit Pistons,103.0,1.0,1.0,Los Angeles Clippers
365,2015-12-14,Toronto Raptors,90.0,Indiana Pacers,106.0,0.0,1.0,Indiana Pacers
366,2015-12-14,Washington Wizards,95.0,Memphis Grizzlies,112.0,1.0,0.0,Memphis Grizzlies
367,2015-12-14,New Orleans Pelicans,101.0,Portland Trail Blazers,105.0,1.0,1.0,Portland Trail Blazers
368,2015-12-14,Utah Jazz,81.0,San Antonio Spurs,118.0,0.0,1.0,San Antonio Spurs
369,2015-12-15,Cleveland Cavaliers,89.0,Boston Celtics,77.0,3.0,2.0,Cleveland Cavaliers
370,2015-12-15,Milwaukee Bucks,95.0,Los Angeles Lakers,113.0,2.0,2.0,Los Angeles Lakers
371,2015-12-15,Denver Nuggets,112.0,Minnesota Timberwolves,100.0,0.0,1.0,Denver Nuggets
372,2015-12-15,Houston Rockets,97.0,Sacramento Kings,107.0,0.0,4.0,Sacramento Kings
373,2015-12-16,Philadelphia 76ers,106.0,Atlanta Hawks,127.0,1.0,1.0,Atlanta Hawks
374,2015-12-16,Miami Heat,104.0,Brooklyn Nets,98.0,1.0,1.0,Miami Heat
375,2015-12-16,Memphis Grizzlies,85.0,Chicago Bulls,98.0,1.0,1.0,Chicago Bulls
376,2015-12-16,Boston Celtics,116.0,Detroit Pistons,119.0,0.0,1.0,Detroit Pistons
377,2015-12-16,Phoenix Suns,103.0,Golden State Warriors,128.0,1.0,3.0,Golden State Warriors
378,2015-12-16,Dallas Mavericks,81.0,Indiana Pacers,107.0,1.0,1.0,Indiana Pacers
379,2015-12-16,Milwaukee Bucks,90.0,Los Angeles Clippers,103.0,0.0,1.0,Los Angeles Clippers
380,2015-12-16,Minnesota Timberwolves,102.0,New York Knicks,107.0,0.0,3.0,New York Knicks
381,2015-12-16,Portland Trail Blazers,90.0,Oklahoma City Thunder,106.0,1.0,2.0,Oklahoma City Thunder
382,2015-12-16,Charlotte Hornets,98.0,Orlando Magic,113.0,3.0,1.0,Orlando Magic
383,2015-12-16,Washington Wizards,95.0,San Antonio Spurs,114.0,1.0,1.0,San Antonio Spurs
384,2015-12-16,New Orleans Pelicans,104.0,Utah Jazz,94.0,1.0,1.0,New Orleans Pelicans
385,2015-12-17,Toronto Raptors,99.0,Charlotte Hornets,109.0,2.0,0.0,Charlotte Hornets
386,2015-12-17,Oklahoma City Thunder,100.0,Cleveland Cavaliers,104.0,0.0,1.0,Cleveland Cavaliers
387,2015-12-17,Houston Rockets,107.0,Los Angeles Lakers,87.0,1.0,1.0,Houston Rockets
388,2015-12-18,Atlanta Hawks,109.0,Boston Celtics,101.0,1.0,1.0,Atlanta Hawks
389,2015-12-18,Detroit Pistons,147.0,Chicago Bulls,144.0,1.0,1.0,Detroit Pistons
390,2015-12-18,Memphis Grizzlies,88.0,Dallas Mavericks,97.0,1.0,1.0,Dallas Mavericks
391,2015-12-18,Milwaukee Bucks,112.0,Golden State Warriors,121.0,1.0,1.0,Golden State Warriors
392,2015-12-18,Brooklyn Nets,97.0,Indiana Pacers,104.0,1.0,1.0,Indiana Pacers
393,2015-12-18,Toronto Raptors,108.0,Miami Heat,94.0,0.0,1.0,Toronto Raptors
394,2015-12-18,Sacramento Kings,95.0,Minnesota Timberwolves,99.0,2.0,1.0,Minnesota Timberwolves
395,2015-12-18,Portland Trail Blazers,94.0,Orlando Magic,102.0,1.0,1.0,Orlando Magic
396,2015-12-18,New York Knicks,107.0,Philadelphia 76ers,97.0,1.0,1.0,New York Knicks
397,2015-12-18,New Orleans Pelicans,88.0,Phoenix Suns,104.0,1.0,1.0,Phoenix Suns
398,2015-12-18,Los Angeles Clippers,107.0,San Antonio Spurs,115.0,1.0,1.0,San Antonio Spurs
399,2015-12-18,Denver Nuggets,88.0,Utah Jazz,97.0,2.0,1.0,Utah Jazz
400,2015-12-19,Los Angeles Clippers,97.0,Houston Rockets,107.0,0.0,1.0,Houston Rockets
401,2015-12-19,Indiana Pacers,84.0,Memphis Grizzlies,96.0,0.0,0.0,Memphis Grizzlies
402,2015-12-19,Chicago Bulls,91.0,New York Knicks,107.0,0.0,0.0,New York Knicks
403,2015-12-19,Los Angeles Lakers,78.0,Oklahoma City Thunder,118.0,1.0,1.0,Oklahoma City Thunder
404,2015-12-19,Charlotte Hornets,101.0,Washington Wizards,109.0,1.0,2.0,Washington Wizards
405,2015-12-20,Minnesota Timberwolves,100.0,Brooklyn Nets,85.0,1.0,1.0,Minnesota Timberwolves
406,2015-12-20,Philadelphia 76ers,86.0,Cleveland Cavaliers,108.0,1.0,2.0,Cleveland Cavaliers
407,2015-12-20,New Orleans Pelicans,130.0,Denver Nuggets,125.0,1.0,1.0,New Orleans Pelicans
408,2015-12-20,Portland Trail Blazers,109.0,Miami Heat,116.0,1.0,1.0,Miami Heat
409,2015-12-20,Atlanta Hawks,103.0,Orlando Magic,100.0,1.0,1.0,Atlanta Hawks
410,2015-12-20,Milwaukee Bucks,101.0,Phoenix Suns,95.0,1.0,1.0,Milwaukee Bucks
411,2015-12-20,Sacramento Kings,104.0,Toronto Raptors,94.0,1.0,1.0,Sacramento Kings
412,2015-12-21,Portland Trail Blazers,97.0,Atlanta Hawks,106.0,0.0,0.0,Atlanta Hawks
413,2015-12-21,Minnesota Timberwolves,99.0,Boston Celtics,113.0,0.0,2.0,Boston Celtics
414,2015-12-21,Brooklyn Nets,105.0,Chicago Bulls,102.0,0.0,1.0,Brooklyn Nets
415,2015-12-21,Charlotte Hornets,95.0,Houston Rockets,102.0,1.0,1.0,Houston Rockets
416,2015-12-21,Oklahoma City Thunder,100.0,Los Angeles Clippers,99.0,1.0,1.0,Oklahoma City Thunder
417,2015-12-21,Orlando Magic,107.0,New York Knicks,99.0,0.0,1.0,Orlando Magic
418,2015-12-21,Indiana Pacers,92.0,San Antonio Spurs,106.0,1.0,2.0,San Antonio Spurs
419,2015-12-21,Phoenix Suns,89.0,Utah Jazz,110.0,0.0,2.0,Utah Jazz
420,2015-12-21,Sacramento Kings,99.0,Washington Wizards,113.0,0.0,1.0,Washington Wizards
421,2015-12-22,Los Angeles Lakers,111.0,Denver Nuggets,107.0,2.0,1.0,Los Angeles Lakers
422,2015-12-22,Detroit Pistons,93.0,Miami Heat,92.0,3.0,1.0,Detroit Pistons
423,2015-12-22,Memphis Grizzlies,104.0,Philadelphia 76ers,90.0,2.0,1.0,Memphis Grizzlies
424,2015-12-22,Dallas Mavericks,99.0,Toronto Raptors,103.0,3.0,1.0,Toronto Raptors
425,2015-12-23,Detroit Pistons,100.0,Atlanta Hawks,107.0,0.0,1.0,Atlanta Hawks
426,2015-12-23,Dallas Mavericks,119.0,Brooklyn Nets,118.0,0.0,1.0,Dallas Mavericks
427,2015-12-23,Boston Celtics,102.0,Charlotte Hornets,89.0,1.0,1.0,Boston Celtics
428,2015-12-23,New York Knicks,84.0,Cleveland Cavaliers,91.0,1.0,2.0,Cleveland Cavaliers
429,2015-12-23,Utah Jazz,85.0,Golden State Warriors,103.0,1.0,4.0,Golden State Warriors
430,2015-12-23,Sacramento Kings,108.0,Indiana Pacers,106.0,1.0,1.0,Sacramento Kings
431,2015-12-23,Oklahoma City Thunder,120.0,Los Angeles Lakers,85.0,1.0,0.0,Oklahoma City Thunder
432,2015-12-23,Philadelphia 76ers,100.0,Milwaukee Bucks,113.0,0.0,2.0,Milwaukee Bucks
433,2015-12-23,San Antonio Spurs,108.0,Minnesota Timberwolves,83.0,1.0,1.0,San Antonio Spurs
434,2015-12-23,Portland Trail Blazers,89.0,New Orleans Pelicans,115.0,1.0,2.0,New Orleans Pelicans
435,2015-12-23,Houston Rockets,101.0,Orlando Magic,104.0,1.0,1.0,Orlando Magic
436,2015-12-23,Denver Nuggets,104.0,Phoenix Suns,96.0,0.0,1.0,Denver Nuggets
437,2015-12-23,Memphis Grizzlies,91.0,Washington Wizards,100.0,0.0,1.0,Washington Wizards
438,2015-12-25,Cleveland Cavaliers,83.0,Golden State Warriors,89.0,1.0,1.0,Golden State Warriors
439,2015-12-25,San Antonio Spurs,84.0,Houston Rockets,88.0,1.0,1.0,Houston Rockets
440,2015-12-25,Los Angeles Clippers,94.0,Los Angeles Lakers,84.0,3.0,1.0,Los Angeles Clippers
441,2015-12-25,New Orleans Pelicans,88.0,Miami Heat,94.0,1.0,2.0,Miami Heat
442,2015-12-25,Chicago Bulls,105.0,Oklahoma City Thunder,96.0,3.0,1.0,Chicago Bulls
443,2015-12-26,New York Knicks,98.0,Atlanta Hawks,117.0,2.0,2.0,Atlanta Hawks
444,2015-12-26,Washington Wizards,111.0,Brooklyn Nets,96.0,2.0,2.0,Washington Wizards
445,2015-12-26,Memphis Grizzlies,92.0,Charlotte Hornets,98.0,2.0,2.0,Charlotte Hornets
446,2015-12-26,Chicago Bulls,111.0,Dallas Mavericks,118.0,0.0,2.0,Dallas Mavericks
447,2015-12-26,Boston Celtics,99.0,Detroit Pistons,93.0,2.0,2.0,Boston Celtics
448,2015-12-26,Toronto Raptors,111.0,Milwaukee Bucks,90.0,3.0,2.0,Toronto Raptors
449,2015-12-26,Indiana Pacers,102.0,Minnesota Timberwolves,88.0,2.0,2.0,Indiana Pacers
450,2015-12-26,Houston Rockets,108.0,New Orleans Pelicans,110.0,0.0,0.0,New Orleans Pelicans
451,2015-12-26,Miami Heat,108.0,Orlando Magic,101.0,0.0,2.0,Miami Heat
452,2015-12-26,Philadelphia 76ers,111.0,Phoenix Suns,104.0,2.0,2.0,Philadelphia 76ers
453,2015-12-26,Cleveland Cavaliers,76.0,Portland Trail Blazers,105.0,0.0,2.0,Portland Trail Blazers
454,2015-12-26,Denver Nuggets,86.0,San Antonio Spurs,101.0,2.0,0.0,San Antonio Spurs
455,2015-12-26,Los Angeles Clippers,109.0,Utah Jazz,104.0,0.0,2.0,Los Angeles Clippers
456,2015-12-27,New York Knicks,91.0,Boston Celtics,100.0,0.0,0.0,Boston Celtics
457,2015-12-27,Los Angeles Lakers,96.0,Memphis Grizzlies,112.0,1.0,0.0,Memphis Grizzlies
458,2015-12-27,Denver Nuggets,112.0,Oklahoma City Thunder,122.0,0.0,1.0,Oklahoma City Thunder
459,2015-12-27,Portland Trail Blazers,98.0,Sacramento Kings,94.0,0.0,3.0,Portland Trail Blazers
460,2015-12-28,Toronto Raptors,97.0,Chicago Bulls,104.0,1.0,1.0,Chicago Bulls
461,2015-12-28,Los Angeles Lakers,98.0,Charlotte Hornets,108.0,0.0,1.0,Charlotte Hornets
462,2015-12-28,Milwaukee Bucks,93.0,Dallas Mavericks,103.0,1.0,1.0,Dallas Mavericks
463,2015-12-28,Sacramento Kings,103.0,Golden State Warriors,122.0,0.0,2.0,Golden State Warriors
464,2015-12-28,Atlanta Hawks,87.0,Indiana Pacers,93.0,1.0,1.0,Indiana Pacers
465,2015-12-28,Brooklyn Nets,111.0,Miami Heat,105.0,1.0,1.0,Brooklyn Nets
466,2015-12-28,New Orleans Pelicans,89.0,Orlando Magic,104.0,1.0,1.0,Orlando Magic
467,2015-12-28,Cleveland Cavaliers,101.0,Phoenix Suns,97.0,1.0,1.0,Cleveland Cavaliers
468,2015-12-28,Minnesota Timberwolves,95.0,San Antonio Spurs,101.0,1.0,1.0,San Antonio Spurs
469,2015-12-28,Philadelphia 76ers,91.0,Utah Jazz,95.0,1.0,1.0,Utah Jazz
470,2015-12-28,Los Angeles Clippers,108.0,Washington Wizards,91.0,1.0,1.0,Los Angeles Clippers
471,2015-12-29,Cleveland Cavaliers,93.0,Denver Nuggets,87.0,0.0,1.0,Cleveland Cavaliers
472,2015-12-29,Atlanta Hawks,121.0,Houston Rockets,115.0,0.0,2.0,Atlanta Hawks
473,2015-12-29,Miami Heat,90.0,Memphis Grizzlies,99.0,0.0,1.0,Memphis Grizzlies
474,2015-12-29,Detroit Pistons,96.0,New York Knicks,108.0,2.0,1.0,New York Knicks
475,2015-12-29,Milwaukee Bucks,123.0,Oklahoma City Thunder,131.0,0.0,1.0,Oklahoma City Thunder
476,2015-12-30,Los Angeles Lakers,112.0,Boston Celtics,104.0,1.0,2.0,Los Angeles Lakers
477,2015-12-30,Indiana Pacers,100.0,Chicago Bulls,102.0,1.0,1.0,Chicago Bulls
478,2015-12-30,Los Angeles Clippers,122.0,Charlotte Hornets,117.0,1.0,1.0,Los Angeles Clippers
479,2015-12-30,Golden State Warriors,91.0,Dallas Mavericks,114.0,1.0,1.0,Dallas Mavericks
480,2015-12-30,Utah Jazz,80.0,Minnesota Timberwolves,94.0,1.0,1.0,Minnesota Timberwolves
481,2015-12-30,Brooklyn Nets,93.0,Orlando Magic,100.0,1.0,1.0,Orlando Magic
482,2015-12-30,Denver Nuggets,103.0,Portland Trail Blazers,110.0,0.0,2.0,Portland Trail Blazers
483,2015-12-30,Philadelphia 76ers,110.0,Sacramento Kings,105.0,1.0,1.0,Philadelphia 76ers
484,2015-12-30,Phoenix Suns,79.0,San Antonio Spurs,112.0,1.0,1.0,San Antonio Spurs
485,2015-12-30,Washington Wizards,91.0,Toronto Raptors,94.0,1.0,1.0,Toronto Raptors
486,2015-12-31,Minnesota Timberwolves,90.0,Detroit Pistons,115.0,0.0,1.0,Detroit Pistons
487,2015-12-31,Golden State Warriors,114.0,Houston Rockets,110.0,0.0,1.0,Golden State Warriors
488,2015-12-31,Milwaukee Bucks,120.0,Indiana Pacers,116.0,1.0,0.0,Milwaukee Bucks
489,2015-12-31,Los Angeles Clippers,95.0,New Orleans Pelicans,89.0,0.0,2.0,Los Angeles Clippers
490,2015-12-31,Phoenix Suns,106.0,Oklahoma City Thunder,110.0,0.0,1.0,Oklahoma City Thunder
491,2015-12-31,Portland Trail Blazers,96.0,Utah Jazz,109.0,0.0,0.0,Utah Jazz
493,2016-01-01,New York Knicks,81.0,Chicago Bulls,108.0,2.0,1.0,Chicago Bulls
494,2016-01-01,Philadelphia 76ers,84.0,Los Angeles Lakers,93.0,1.0,1.0,Los Angeles Lakers
495,2016-01-01,Dallas Mavericks,82.0,Miami Heat,106.0,1.0,2.0,Miami Heat
496,2016-01-01,Charlotte Hornets,94.0,Toronto Raptors,104.0,1.0,1.0,Toronto Raptors
497,2016-01-01,Orlando Magic,91.0,Washington Wizards,103.0,1.0,1.0,Washington Wizards
498,2016-01-02,Brooklyn Nets,100.0,Boston Celtics,97.0,2.0,2.0,Brooklyn Nets
499,2016-01-02,Oklahoma City Thunder,109.0,Charlotte Hornets,90.0,1.0,0.0,Oklahoma City Thunder
500,2016-01-02,Orlando Magic,79.0,Cleveland Cavaliers,104.0,0.0,3.0,Cleveland Cavaliers
501,2016-01-02,New Orleans Pelicans,105.0,Dallas Mavericks,98.0,1.0,0.0,New Orleans Pelicans
502,2016-01-02,Denver Nuggets,108.0,Golden State Warriors,111.0,2.0,1.0,Golden State Warriors
503,2016-01-02,Detroit Pistons,82.0,Indiana Pacers,94.0,1.0,1.0,Indiana Pacers
504,2016-01-02,Philadelphia 76ers,99.0,Los Angeles Clippers,130.0,0.0,1.0,Los Angeles Clippers
505,2016-01-02,Milwaukee Bucks,95.0,Minnesota Timberwolves,85.0,1.0,1.0,Milwaukee Bucks
506,2016-01-02,Phoenix Suns,119.0,Sacramento Kings,142.0,1.0,2.0,Sacramento Kings
507,2016-01-02,Houston Rockets,103.0,San Antonio Spurs,121.0,1.0,2.0,San Antonio Spurs
508,2016-01-02,Memphis Grizzlies,87.0,Utah Jazz,92.0,3.0,1.0,Utah Jazz
509,2016-01-03,Portland Trail Blazers,112.0,Denver Nuggets,106.0,2.0,0.0,Portland Trail Blazers
510,2016-01-03,Phoenix Suns,77.0,Los Angeles Lakers,97.0,0.0,1.0,Los Angeles Lakers
511,2016-01-03,Atlanta Hawks,97.0,New York Knicks,111.0,4.0,1.0,New York Knicks
512,2016-01-03,Chicago Bulls,115.0,Toronto Raptors,113.0,1.0,1.0,Chicago Bulls
513,2016-01-03,Miami Heat,97.0,Washington Wizards,75.0,1.0,1.0,Miami Heat
514,2016-01-04,Boston Celtics,103.0,Brooklyn Nets,94.0,1.0,1.0,Boston Celtics
515,2016-01-04,Toronto Raptors,100.0,Cleveland Cavaliers,122.0,0.0,1.0,Cleveland Cavaliers
516,2016-01-04,Orlando Magic,89.0,Detroit Pistons,115.0,1.0,1.0,Detroit Pistons
517,2016-01-04,Charlotte Hornets,101.0,Golden State Warriors,111.0,1.0,1.0,Golden State Warriors
518,2016-01-04,Indiana Pacers,100.0,Miami Heat,103.0,1.0,0.0,Miami Heat
519,2016-01-04,San Antonio Spurs,123.0,Milwaukee Bucks,98.0,1.0,1.0,San Antonio Spurs
520,2016-01-04,Sacramento Kings,116.0,Oklahoma City Thunder,104.0,1.0,1.0,Sacramento Kings
521,2016-01-04,Minnesota Timberwolves,99.0,Philadelphia 76ers,109.0,1.0,1.0,Philadelphia 76ers
522,2016-01-04,Memphis Grizzlies,91.0,Portland Trail Blazers,78.0,1.0,0.0,Memphis Grizzlies
