Date,Start (ET),Unnamed: 2,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 7,Notes
"Sun, Nov 29, 2015",6:00 pm,Box Score,Detroit Pistons,83.0,Brooklyn Nets,87.0,,
"Sun, Nov 29, 2015",2:00 pm,Box Score,Milwaukee Bucks,82.0,Charlotte Hornets,87.0,,
"Sun, Nov 29, 2015",3:30 pm,Box Score,Minnesota Timberwolves,99.0,Los Angeles Clippers,107.0,,
"Sun, Nov 29, 2015",9:30 pm,Box Score,Indiana Pacers,107.0,Los Angeles Lakers,103.0,,
"Sun, Nov 29, 2015",6:00 pm,Box Score,Philadelphia 76ers,84.0,Memphis Grizzlies,92.0,,
"Sun, Nov 29, 2015",7:30 pm,Box Score,Houston Rockets,116.0,New York Knicks,111.0,OT,
"Sun, Nov 29, 2015",6:00 pm,Box Score,Boston Celtics,91.0,Orlando Magic,110.0,,
"Sun, Nov 29, 2015",6:00 pm,Box Score,Phoenix Suns,107.0,Toronto Raptors,102.0,,
"Mon, Nov 30, 2015",8:00 pm,Box Score,Oklahoma City Thunder,100.0,Atlanta Hawks,106.0,,
"Mon, Nov 30, 2015",8:00 pm,Box Score,San Antonio Spurs,89.0,Chicago Bulls,92.0,,
"Mon, Nov 30, 2015",7:30 pm,Box Score,Houston Rockets,105.0,Detroit Pistons,116.0,,
"Mon, Nov 30, 2015",10:30 pm,Box Score,Portland Trail Blazers,87.0,Los Angeles Clippers,102.0,,
"Mon, Nov 30, 2015",7:30 pm,Box Score,Boston Celtics,105.0,Miami Heat,95.0,,
"Mon, Nov 30, 2015",8:00 pm,Box Score,Denver Nuggets,74.0,Milwaukee Bucks,92.0,,
"Mon, Nov 30, 2015",10:00 pm,Box Score,Dallas Mavericks,98.0,Sacramento Kings,112.0,,
"Mon, Nov 30, 2015",9:00 pm,Box Score,Golden State Warriors,106.0,Utah Jazz,103.0,,
December,,,,,,,,
"Tue, Dec 1, 2015",7:30 pm,Box Score,Phoenix Suns,91.0,Brooklyn Nets,94.0,,
"Tue, Dec 1, 2015",7:00 pm,Box Score,Washington Wizards,97.0,Cleveland Cavaliers,85.0,,
"Tue, Dec 1, 2015",8:00 pm,Box Score,Orlando Magic,96.0,Minnesota Timberwolves,93.0,,
"Tue, Dec 1, 2015",8:00 pm,Box Score,Memphis Grizzlies,113.0,New Orleans Pelicans,104.0,,
"Tue, Dec 1, 2015",7:00 pm,Box Score,Los Angeles Lakers,91.0,Philadelphia 76ers,103.0,,
"Tue, Dec 1, 2015",10:00 pm,Box Score,Dallas Mavericks,115.0,Portland Trail Blazers,112.0,OT,
"Wed, Dec 2, 2015",8:00 pm,Box Score,Toronto Raptors,96.0,Atlanta Hawks,86.0,,
"Wed, Dec 2, 2015",8:00 pm,Box Score,Denver Nuggets,90.0,Chicago Bulls,99.0,,
"Wed, Dec 2, 2015",7:00 pm,Box Score,Golden State Warriors,116.0,Charlotte Hornets,99.0,,
"Wed, Dec 2, 2015",7:30 pm,Box Score,Phoenix Suns,122.0,Detroit Pistons,127.0,OT,
"Wed, Dec 2, 2015",8:00 pm,Box Score,New Orleans Pelicans,101.0,Houston Rockets,108.0,,
"Wed, Dec 2, 2015",10:30 pm,Box Score,Indiana Pacers,103.0,Los Angeles Clippers,91.0,,
"Wed, Dec 2, 2015",7:30 pm,Box Score,Philadelphia 76ers,87.0,New York Knicks,99.0,,
"Wed, Dec 2, 2015",8:30 pm,Box Score,Milwaukee Bucks,70.0,San Antonio Spurs,95.0,,
"Wed, Dec 2, 2015",7:00 pm,Box Score,Los Angeles Lakers,108.0,Washington Wizards,104.0,,
"Thu, Dec 3, 2015",9:30 pm,Box Score,San Antonio Spurs,103.0,Memphis Grizzlies,83.0,,
"Thu, Dec 3, 2015",7:00 pm,Box Score,Oklahoma City Thunder,95.0,Miami Heat,97.0,,
"Thu, Dec 3, 2015",10:00 pm,Box Score,Indiana Pacers,111.0,Portland Trail Blazers,123.0,,
"Thu, Dec 3, 2015",10:00 pm,Box Score,Boston Celtics,114.0,Sacramento Kings,97.0,,"at Mexico City, Mexico"
"Thu, Dec 3, 2015",7:30 pm,Box Score,Denver Nuggets,106.0,Toronto Raptors,105.0,,
"Thu, Dec 3, 2015",9:00 pm,Box Score,Orlando Magic,103.0,Utah Jazz,94.0,,
"Fri, Dec 4, 2015",8:00 pm,Box Score,Los Angeles Lakers,87.0,Atlanta Hawks,100.0,,
"Fri, Dec 4, 2015",8:30 pm,Box Score,Houston Rockets,100.0,Dallas Mavericks,96.0,,
"Fri, Dec 4, 2015",7:30 pm,Box Score,Milwaukee Bucks,95.0,Detroit Pistons,102.0,,
"Fri, Dec 4, 2015",9:30 pm,Box Score,Cleveland Cavaliers,108.0,New Orleans Pelicans,114.0,OT,
"Fri, Dec 4, 2015",7:00 pm,Box Score,Brooklyn Nets,91.0,New York Knicks,108.0,,
"Fri, Dec 4, 2015",7:00 pm,Box Score,Phoenix Suns,106.0,Washington Wizards,109.0,,
"Sat, Dec 5, 2015",8:00 pm,Box Score,Charlotte Hornets,102.0,Chicago Bulls,96.0,,
"Sat, Dec 5, 2015",8:00 pm,Box Score,Sacramento Kings,113.0,Houston Rockets,120.0,,
"Sat, Dec 5, 2015",10:30 pm,Box Score,Orlando Magic,101.0,Los Angeles Clippers,103.0,,
"Sat, Dec 5, 2015",8:00 pm,Box Score,Cleveland Cavaliers,84.0,Miami Heat,99.0,,
"Sat, Dec 5, 2015",8:30 pm,Box Score,New York Knicks,91.0,Milwaukee Bucks,106.0,,
"Sat, Dec 5, 2015",8:00 pm,Box Score,Portland Trail Blazers,109.0,Minnesota Timberwolves,103.0,,
"Sat, Dec 5, 2015",1:00 pm,Box Score,Denver Nuggets,108.0,Philadelphia 76ers,105.0,,
"Sat, Dec 5, 2015",8:30 pm,Box Score,Boston Celtics,105.0,San Antonio Spurs,108.0,,
"Sat, Dec 5, 2015",5:00 pm,Box Score,Golden State Warriors,112.0,Toronto Raptors,109.0,,
"Sat, Dec 5, 2015",9:00 pm,Box Score,Indiana Pacers,119.0,Utah Jazz,122.0,OT,
"Sun, Dec 6, 2015",6:00 pm,Box Score,Golden State Warriors,114.0,Brooklyn Nets,98.0,,
"Sun, Dec 6, 2015",6:00 pm,Box Score,Los Angeles Lakers,91.0,Detroit Pistons,111.0,,
"Sun, Dec 6, 2015",3:30 pm,Box Score,Phoenix Suns,93.0,Memphis Grizzlies,95.0,,
"Sun, Dec 6, 2015",7:00 pm,Box Score,Sacramento Kings,95.0,Oklahoma City Thunder,98.0,,
"Sun, Dec 6, 2015",6:00 pm,Box Score,Dallas Mavericks,116.0,Washington Wizards,104.0,,
"Mon, Dec 7, 2015",8:00 pm,Box Score,Phoenix Suns,103.0,Chicago Bulls,101.0,,
"Mon, Dec 7, 2015",7:00 pm,Box Score,Detroit Pistons,84.0,Charlotte Hornets,104.0,,
"Mon, Dec 7, 2015",7:30 pm,Box Score,Washington Wizards,114.0,Miami Heat,103.0,,
"Mon, Dec 7, 2015",8:00 pm,Box Score,Portland Trail Blazers,88.0,Milwaukee Bucks,90.0,,
"Mon, Dec 7, 2015",8:00 pm,Box Score,Los Angeles Clippers,110.0,Minnesota Timberwolves,106.0,,
"Mon, Dec 7, 2015",8:00 pm,Box Score,Boston Celtics,111.0,New Orleans Pelicans,93.0,,
"Mon, Dec 7, 2015",7:30 pm,Box Score,Dallas Mavericks,104.0,New York Knicks,97.0,,
"Mon, Dec 7, 2015",7:00 pm,Box Score,San Antonio Spurs,119.0,Philadelphia 76ers,68.0,,
"Mon, Dec 7, 2015",7:30 pm,Box Score,Los Angeles Lakers,93.0,Toronto Raptors,102.0,,
"Tue, Dec 8, 2015",7:30 pm,Box Score,Houston Rockets,105.0,Brooklyn Nets,110.0,,
"Tue, Dec 8, 2015",7:00 pm,Box Score,Portland Trail Blazers,100.0,Cleveland Cavaliers,105.0,,
"Tue, Dec 8, 2015",9:00 pm,Box Score,Orlando Magic,85.0,Denver Nuggets,74.0,,
"Tue, Dec 8, 2015",7:00 pm,Box Score,Golden State Warriors,131.0,Indiana Pacers,123.0,,
"Tue, Dec 8, 2015",8:00 pm,Box Score,Oklahoma City Thunder,125.0,Memphis Grizzlies,88.0,,
"Tue, Dec 8, 2015",10:00 pm,Box Score,Utah Jazz,106.0,Sacramento Kings,114.0,,
"Wed, Dec 9, 2015",7:00 pm,Box Score,Chicago Bulls,100.0,Boston Celtics,105.0,,
"Wed, Dec 9, 2015",7:00 pm,Box Score,Miami Heat,81.0,Charlotte Hornets,99.0,,
"Wed, Dec 9, 2015",9:30 pm,Box Score,Atlanta Hawks,98.0,Dallas Mavericks,95.0,,
"Wed, Dec 9, 2015",7:30 pm,Box Score,Memphis Grizzlies,93.0,Detroit Pistons,92.0,,
"Wed, Dec 9, 2015",8:00 pm,Box Score,Los Angeles Clippers,109.0,Milwaukee Bucks,95.0,,
"Wed, Dec 9, 2015",8:00 pm,Box Score,Los Angeles Lakers,122.0,Minnesota Timberwolves,123.0,OT,
"Wed, Dec 9, 2015",9:00 pm,Box Score,Orlando Magic,104.0,Phoenix Suns,107.0,,
"Wed, Dec 9, 2015",7:30 pm,Box Score,San Antonio Spurs,94.0,Toronto Raptors,97.0,,
"Wed, Dec 9, 2015",9:00 pm,Box Score,New York Knicks,85.0,Utah Jazz,106.0,,
"Wed, Dec 9, 2015",7:00 pm,Box Score,Houston Rockets,109.0,Washington Wizards,103.0,,
"Thu, Dec 10, 2015",7:30 pm,Box Score,Philadelphia 76ers,91.0,Brooklyn Nets,100.0,,
"Thu, Dec 10, 2015",8:00 pm,Box Score,Los Angeles Clippers,80.0,Chicago Bulls,83.0,,
"Thu, Dec 10, 2015",8:00 pm,Box Score,Atlanta Hawks,94.0,Oklahoma City Thunder,107.0,,
"Thu, Dec 10, 2015",10:30 pm,Box Score,New York Knicks,97.0,Sacramento Kings,99.0,,
"Fri, Dec 11, 2015",7:30 pm,Box Score,Golden State Warriors,124.0,Boston Celtics,119.0,2OT,
"Fri, Dec 11, 2015",9:00 pm,Box Score,Minnesota Timberwolves,108.0,Denver Nuggets,111.0,OT,
"Fri, Dec 11, 2015",7:00 pm,Box Score,Miami Heat,83.0,Indiana Pacers,96.0,,
"Fri, Dec 11, 2015",8:00 pm,Box Score,Charlotte Hornets,123.0,Memphis Grizzlies,99.0,,
"Fri, Dec 11, 2015",8:00 pm,Box Score,Washington Wizards,105.0,New Orleans Pelicans,107.0,,
"Fri, Dec 11, 2015",7:00 pm,Box Score,Cleveland Cavaliers,111.0,Orlando Magic,76.0,,
"Fri, Dec 11, 2015",7:00 pm,Box Score,Detroit Pistons,107.0,Philadelphia 76ers,95.0,,
"Fri, Dec 11, 2015",9:30 pm,Box Score,Portland Trail Blazers,106.0,Phoenix Suns,96.0,,
"Fri, Dec 11, 2015",9:30 pm,Box Score,Los Angeles Lakers,87.0,San Antonio Spurs,109.0,,
"Fri, Dec 11, 2015",7:30 pm,Box Score,Milwaukee Bucks,83.0,Toronto Raptors,90.0,,
"Fri, Dec 11, 2015",9:00 pm,Box Score,Oklahoma City Thunder,94.0,Utah Jazz,90.0,,
"Sat, Dec 12, 2015",8:00 pm,Box Score,San Antonio Spurs,103.0,Atlanta Hawks,78.0,,
"Sat, Dec 12, 2015",5:00 pm,Box Score,Los Angeles Clippers,105.0,Brooklyn Nets,100.0,,
"Sat, Dec 12, 2015",8:00 pm,Box Score,New Orleans Pelicans,94.0,Chicago Bulls,98.0,,
"Sat, Dec 12, 2015",7:00 pm,Box Score,Boston Celtics,98.0,Charlotte Hornets,93.0,,
"Sat, Dec 12, 2015",8:30 pm,Box Score,Washington Wizards,114.0,Dallas Mavericks,111.0,,
"Sat, Dec 12, 2015",7:30 pm,Box Score,Indiana Pacers,96.0,Detroit Pistons,118.0,,
"Sat, Dec 12, 2015",8:00 pm,Box Score,Los Angeles Lakers,97.0,Houston Rockets,126.0,,
"Sat, Dec 12, 2015",8:30 pm,Box Score,Golden State Warriors,95.0,Milwaukee Bucks,108.0,,
"Sat, Dec 12, 2015",10:00 pm,Box Score,New York Knicks,112.0,Portland Trail Blazers,110.0,,
"Sun, Dec 13, 2015",6:00 pm,Box Score,Memphis Grizzlies,97.0,Miami Heat,100.0,,
"Sun, Dec 13, 2015",7:00 pm,Box Score,Utah Jazz,98.0,Oklahoma City Thunder,104.0,OT,
"Sun, Dec 13, 2015",3:30 pm,Box Score,Minnesota Timberwolves,101.0,Phoenix Suns,108.0,,
"Sun, Dec 13, 2015",6:00 pm,Box Score,Philadelphia 76ers,76.0,Toronto Raptors,96.0,,
"Mon, Dec 14, 2015",8:00 pm,Box Score,Miami Heat,100.0,Atlanta Hawks,88.0,,
"Mon, Dec 14, 2015",7:30 pm,Box Score,Orlando Magic,105.0,Brooklyn Nets,82.0,,
"Mon, Dec 14, 2015",8:00 pm,Box Score,Philadelphia 76ers,96.0,Chicago Bulls,115.0,,
"Mon, Dec 14, 2015",8:30 pm,Box Score,Phoenix Suns,94.0,Dallas Mavericks,104.0,,
"Mon, Dec 14, 2015",9:00 pm,Box Score,Houston Rockets,108.0,Denver Nuggets,114.0,,
"Mon, Dec 14, 2015",7:30 pm,Box Score,Los Angeles Clippers,105.0,Detroit Pistons,103.0,OT,
"Mon, Dec 14, 2015",7:00 pm,Box Score,Toronto Raptors,90.0,Indiana Pacers,106.0,,
"Mon, Dec 14, 2015",8:00 pm,Box Score,Washington Wizards,95.0,Memphis Grizzlies,112.0,,
"Mon, Dec 14, 2015",10:00 pm,Box Score,New Orleans Pelicans,101.0,Portland Trail Blazers,105.0,,
"Mon, Dec 14, 2015",8:30 pm,Box Score,Utah Jazz,81.0,San Antonio Spurs,118.0,,
"Tue, Dec 15, 2015",7:30 pm,Box Score,Cleveland Cavaliers,89.0,Boston Celtics,77.0,,
"Tue, Dec 15, 2015",10:30 pm,Box Score,Milwaukee Bucks,95.0,Los Angeles Lakers,113.0,,
"Tue, Dec 15, 2015",8:00 pm,Box Score,Denver Nuggets,112.0,Minnesota Timberwolves,100.0,,
"Tue, Dec 15, 2015",10:00 pm,Box Score,Houston Rockets,97.0,Sacramento Kings,107.0,,
"Wed, Dec 16, 2015",8:00 pm,Box Score,Philadelphia 76ers,106.0,Atlanta Hawks,127.0,,
"Wed, Dec 16, 2015",7:30 pm,Box Score,Miami Heat,104.0,Brooklyn Nets,98.0,,
"Wed, Dec 16, 2015",8:00 pm,Box Score,Memphis Grizzlies,85.0,Chicago Bulls,98.0,,
"Wed, Dec 16, 2015",7:30 pm,Box Score,Boston Celtics,116.0,Detroit Pistons,119.0,,
"Wed, Dec 16, 2015",10:30 pm,Box Score,Phoenix Suns,103.0,Golden State Warriors,128.0,,
"Wed, Dec 16, 2015",7:00 pm,Box Score,Dallas Mavericks,81.0,Indiana Pacers,107.0,,
"Wed, Dec 16, 2015",10:30 pm,Box Score,Milwaukee Bucks,90.0,Los Angeles Clippers,103.0,,
"Wed, Dec 16, 2015",7:30 pm,Box Score,Minnesota Timberwolves,102.0,New York Knicks,107.0,,
"Wed, Dec 16, 2015",8:00 pm,Box Score,Portland Trail Blazers,90.0,Oklahoma City Thunder,106.0,,
"Wed, Dec 16, 2015",7:00 pm,Box Score,Charlotte Hornets,98.0,Orlando Magic,113.0,,
"Wed, Dec 16, 2015",8:30 pm,Box Score,Washington Wizards,95.0,San Antonio Spurs,114.0,,
"Wed, Dec 16, 2015",9:00 pm,Box Score,New Orleans Pelicans,104.0,Utah Jazz,94.0,,
"Thu, Dec 17, 2015",7:00 pm,Box Score,Toronto Raptors,99.0,Charlotte Hornets,109.0,OT,
"Thu, Dec 17, 2015",8:00 pm,Box Score,Oklahoma City Thunder,100.0,Cleveland Cavaliers,104.0,,
"Thu, Dec 17, 2015",10:30 pm,Box Score,Houston Rockets,107.0,Los Angeles Lakers,87.0,,
"Fri, Dec 18, 2015",7:30 pm,Box Score,Atlanta Hawks,109.0,Boston Celtics,101.0,,
"Fri, Dec 18, 2015",8:00 pm,Box Score,Detroit Pistons,147.0,Chicago Bulls,144.0,4OT,
"Fri, Dec 18, 2015",8:30 pm,Box Score,Memphis Grizzlies,88.0,Dallas Mavericks,97.0,,
"Fri, Dec 18, 2015",10:30 pm,Box Score,Milwaukee Bucks,112.0,Golden State Warriors,121.0,,
"Fri, Dec 18, 2015",7:00 pm,Box Score,Brooklyn Nets,97.0,Indiana Pacers,104.0,,
"Fri, Dec 18, 2015",8:00 pm,Box Score,Toronto Raptors,108.0,Miami Heat,94.0,,
"Fri, Dec 18, 2015",8:00 pm,Box Score,Sacramento Kings,95.0,Minnesota Timberwolves,99.0,,
"Fri, Dec 18, 2015",7:00 pm,Box Score,Portland Trail Blazers,94.0,Orlando Magic,102.0,,
"Fri, Dec 18, 2015",7:00 pm,Box Score,New York Knicks,107.0,Philadelphia 76ers,97.0,,
"Fri, Dec 18, 2015",10:30 pm,Box Score,New Orleans Pelicans,88.0,Phoenix Suns,104.0,,
"Fri, Dec 18, 2015",8:00 pm,Box Score,Los Angeles Clippers,107.0,San Antonio Spurs,115.0,,
"Fri, Dec 18, 2015",9:00 pm,Box Score,Denver Nuggets,88.0,Utah Jazz,97.0,,
"Sat, Dec 19, 2015",8:00 pm,Box Score,Los Angeles Clippers,97.0,Houston Rockets,107.0,,
"Sat, Dec 19, 2015",8:00 pm,Box Score,Indiana Pacers,84.0,Memphis Grizzlies,96.0,,
"Sat, Dec 19, 2015",7:30 pm,Box Score,Chicago Bulls,91.0,New York Knicks,107.0,,
"Sat, Dec 19, 2015",5:00 pm,Box Score,Los Angeles Lakers,78.0,Oklahoma City Thunder,118.0,,
"Sat, Dec 19, 2015",7:00 pm,Box Score,Charlotte Hornets,101.0,Washington Wizards,109.0,,
"Sun, Dec 20, 2015",1:00 pm,Box Score,Minnesota Timberwolves,100.0,Brooklyn Nets,85.0,,
"Sun, Dec 20, 2015",3:30 pm,Box Score,Philadelphia 76ers,86.0,Cleveland Cavaliers,108.0,,
"Sun, Dec 20, 2015",8:00 pm,Box Score,New Orleans Pelicans,130.0,Denver Nuggets,125.0,,
"Sun, Dec 20, 2015",1:00 pm,Box Score,Portland Trail Blazers,109.0,Miami Heat,116.0,,
"Sun, Dec 20, 2015",6:00 pm,Box Score,Atlanta Hawks,103.0,Orlando Magic,100.0,,
"Sun, Dec 20, 2015",5:00 pm,Box Score,Milwaukee Bucks,101.0,Phoenix Suns,95.0,,
"Sun, Dec 20, 2015",6:00 pm,Box Score,Sacramento Kings,104.0,Toronto Raptors,94.0,,
"Mon, Dec 21, 2015",8:00 pm,Box Score,Portland Trail Blazers,97.0,Atlanta Hawks,106.0,,
"Mon, Dec 21, 2015",7:30 pm,Box Score,Minnesota Timberwolves,99.0,Boston Celtics,113.0,,
"Mon, Dec 21, 2015",8:00 pm,Box Score,Brooklyn Nets,105.0,Chicago Bulls,102.0,,
"Mon, Dec 21, 2015",8:00 pm,Box Score,Charlotte Hornets,95.0,Houston Rockets,102.0,,
"Mon, Dec 21, 2015",10:30 pm,Box Score,Oklahoma City Thunder,100.0,Los Angeles Clippers,99.0,,
"Mon, Dec 21, 2015",7:30 pm,Box Score,Orlando Magic,107.0,New York Knicks,99.0,,
"Mon, Dec 21, 2015",8:30 pm,Box Score,Indiana Pacers,92.0,San Antonio Spurs,106.0,,
"Mon, Dec 21, 2015",9:00 pm,Box Score,Phoenix Suns,89.0,Utah Jazz,110.0,,
"Mon, Dec 21, 2015",7:00 pm,Box Score,Sacramento Kings,99.0,Washington Wizards,113.0,,
"Tue, Dec 22, 2015",9:00 pm,Box Score,Los Angeles Lakers,111.0,Denver Nuggets,107.0,,
"Tue, Dec 22, 2015",7:30 pm,Box Score,Detroit Pistons,93.0,Miami Heat,92.0,,
"Tue, Dec 22, 2015",7:00 pm,Box Score,Memphis Grizzlies,104.0,Philadelphia 76ers,90.0,,
"Tue, Dec 22, 2015",7:30 pm,Box Score,Dallas Mavericks,99.0,Toronto Raptors,103.0,,
"Wed, Dec 23, 2015",8:00 pm,Box Score,Detroit Pistons,100.0,Atlanta Hawks,107.0,,
"Wed, Dec 23, 2015",7:30 pm,Box Score,Dallas Mavericks,119.0,Brooklyn Nets,118.0,OT,
"Wed, Dec 23, 2015",7:00 pm,Box Score,Boston Celtics,102.0,Charlotte Hornets,89.0,,
"Wed, Dec 23, 2015",7:00 pm,Box Score,New York Knicks,84.0,Cleveland Cavaliers,91.0,,
"Wed, Dec 23, 2015",10:30 pm,Box Score,Utah Jazz,85.0,Golden State Warriors,103.0,,
"Wed, Dec 23, 2015",7:00 pm,Box Score,Sacramento Kings,108.0,Indiana Pacers,106.0,,
"Wed, Dec 23, 2015",10:30 pm,Box Score,Oklahoma City Thunder,120.0,Los Angeles Lakers,85.0,,
"Wed, Dec 23, 2015",8:00 pm,Box Score,Philadelphia 76ers,100.0,Milwaukee Bucks,113.0,,
"Wed, Dec 23, 2015",8:00 pm,Box Score,San Antonio Spurs,108.0,Minnesota Timberwolves,83.0,,
"Wed, Dec 23, 2015",8:00 pm,Box Score,Portland Trail Blazers,89.0,New Orleans Pelicans,115.0,,
"Wed, Dec 23, 2015",7:00 pm,Box Score,Houston Rockets,101.0,Orlando Magic,104.0,,
"Wed, Dec 23, 2015",9:00 pm,Box Score,Denver Nuggets,104.0,Phoenix Suns,96.0,,
"Wed, Dec 23, 2015",7:00 pm,Box Score,Memphis Grizzlies,91.0,Washington Wizards,100.0,,
"Fri, Dec 25, 2015",5:00 pm,Box Score,Cleveland Cavaliers,83.0,Golden State Warriors,89.0,,
"Fri, Dec 25, 2015",8:00 pm,Box Score,San Antonio Spurs,84.0,Houston Rockets,88.0,,
"Fri, Dec 25, 2015",10:30 pm,Box Score,Los Angeles Clippers,94.0,Los Angeles Lakers,84.0,,
"Fri, Dec 25, 2015",12:00 pm,Box Score,New Orleans Pelicans,88.0,Miami Heat,94.0,OT,
"Fri, Dec 25, 2015",2:30 pm,Box Score,Chicago Bulls,105.0,Oklahoma City Thunder,96.0,,
"Sat, Dec 26, 2015",7:30 pm,Box Score,New York Knicks,98.0,Atlanta Hawks,117.0,,
"Sat, Dec 26, 2015",4:00 pm,Box Score,Washington Wizards,111.0,Brooklyn Nets,96.0,,
"Sat, Dec 26, 2015",7:00 pm,Box Score,Memphis Grizzlies,92.0,Charlotte Hornets,98.0,,
"Sat, Dec 26, 2015",8:30 pm,Box Score,Chicago Bulls,111.0,Dallas Mavericks,118.0,,
"Sat, Dec 26, 2015",7:30 pm,Box Score,Boston Celtics,99.0,Detroit Pistons,93.0,,
"Sat, Dec 26, 2015",5:00 pm,Box Score,Toronto Raptors,111.0,Milwaukee Bucks,90.0,,
"Sat, Dec 26, 2015",8:00 pm,Box Score,Indiana Pacers,102.0,Minnesota Timberwolves,88.0,,
"Sat, Dec 26, 2015",7:00 pm,Box Score,Houston Rockets,108.0,New Orleans Pelicans,110.0,,
"Sat, Dec 26, 2015",7:00 pm,Box Score,Miami Heat,108.0,Orlando Magic,101.0,,
"Sat, Dec 26, 2015",9:00 pm,Box Score,Philadelphia 76ers,111.0,Phoenix Suns,104.0,,
"Sat, Dec 26, 2015",10:00 pm,Box Score,Cleveland Cavaliers,76.0,Portland Trail Blazers,105.0,,
"Sat, Dec 26, 2015",8:30 pm,Box Score,Denver Nuggets,86.0,San Antonio Spurs,101.0,,
"Sat, Dec 26, 2015",9:00 pm,Box Score,Los Angeles Clippers,109.0,Utah Jazz,104.0,,
"Sun, Dec 27, 2015",7:00 pm,Box Score,New York Knicks,91.0,Boston Celtics,100.0,,
"Sun, Dec 27, 2015",6:00 pm,Box Score,Los Angeles Lakers,96.0,Memphis Grizzlies,112.0,,
"Sun, Dec 27, 2015",7:00 pm,Box Score,Denver Nuggets,112.0,Oklahoma City Thunder,122.0,,
"Sun, Dec 27, 2015",9:00 pm,Box Score,Portland Trail Blazers,98.0,Sacramento Kings,94.0,,
"Mon, Dec 28, 2015",8:00 pm,Box Score,Toronto Raptors,97.0,Chicago Bulls,104.0,,
"Mon, Dec 28, 2015",7:00 pm,Box Score,Los Angeles Lakers,98.0,Charlotte Hornets,108.0,,
"Mon, Dec 28, 2015",8:30 pm,Box Score,Milwaukee Bucks,93.0,Dallas Mavericks,103.0,,
"Mon, Dec 28, 2015",10:30 pm,Box Score,Sacramento Kings,103.0,Golden State Warriors,122.0,,
"Mon, Dec 28, 2015",7:00 pm,Box Score,Atlanta Hawks,87.0,Indiana Pacers,93.0,,
"Mon, Dec 28, 2015",7:30 pm,Box Score,Brooklyn Nets,111.0,Miami Heat,105.0,,
"Mon, Dec 28, 2015",7:00 pm,Box Score,New Orleans Pelicans,89.0,Orlando Magic,104.0,,
"Mon, Dec 28, 2015",9:00 pm,Box Score,Cleveland Cavaliers,101.0,Phoenix Suns,97.0,,
"Mon, Dec 28, 2015",8:30 pm,Box Score,Minnesota Timberwolves,95.0,San Antonio Spurs,101.0,,
"Mon, Dec 28, 2015",9:00 pm,Box Score,Philadelphia 76ers,91.0,Utah Jazz,95.0,,
"Mon, Dec 28, 2015",7:00 pm,Box Score,Los Angeles Clippers,108.0,Washington Wizards,91.0,,
"Tue, Dec 29, 2015",9:00 pm,Box Score,Cleveland Cavaliers,93.0,Denver Nuggets,87.0,,
"Tue, Dec 29, 2015",8:00 pm,Box Score,Atlanta Hawks,121.0,Houston Rockets,115.0,,
"Tue, Dec 29, 2015",8:00 pm,Box Score,Miami Heat,90.0,Memphis Grizzlies,99.0,OT,
"Tue, Dec 29, 2015",7:30 pm,Box Score,Detroit Pistons,96.0,New York Knicks,108.0,,
"Tue, Dec 29, 2015",8:00 pm,Box Score,Milwaukee Bucks,123.0,Oklahoma City Thunder,131.0,,
"Wed, Dec 30, 2015",7:30 pm,Box Score,Los Angeles Lakers,112.0,Boston Celtics,104.0,,
"Wed, Dec 30, 2015",8:00 pm,Box Score,Indiana Pacers,100.0,Chicago Bulls,102.0,OT,
"Wed, Dec 30, 2015",7:00 pm,Box Score,Los Angeles Clippers,122.0,Charlotte Hornets,117.0,,
"Wed, Dec 30, 2015",8:30 pm,Box Score,Golden State Warriors,91.0,Dallas Mavericks,114.0,,
"Wed, Dec 30, 2015",8:00 pm,Box Score,Utah Jazz,80.0,Minnesota Timberwolves,94.0,,
"Wed, Dec 30, 2015",7:00 pm,Box Score,Brooklyn Nets,93.0,Orlando Magic,100.0,,
"Wed, Dec 30, 2015",10:00 pm,Box Score,Denver Nuggets,103.0,Portland Trail Blazers,110.0,,
"Wed, Dec 30, 2015",10:00 pm,Box Score,Philadelphia 76ers,110.0,Sacramento Kings,105.0,,
"Wed, Dec 30, 2015",8:30 pm,Box Score,Phoenix Suns,79.0,San Antonio Spurs,112.0,,
"Wed, Dec 30, 2015",7:30 pm,Box Score,Washington Wizards,91.0,Toronto Raptors,94.0,,
"Thu, Dec 31, 2015",6:00 pm,Box Score,Minnesota Timberwolves,90.0,Detroit Pistons,115.0,,
"Thu, Dec 31, 2015",7:00 pm,Box Score,Golden State Warriors,114.0,Houston Rockets,110.0,,
"Thu, Dec 31, 2015",6:00 pm,Box Score,Milwaukee Bucks,120.0,Indiana Pacers,116.0,,
"Thu, Dec 31, 2015",8:00 pm,Box Score,Los Angeles Clippers,95.0,New Orleans Pelicans,89.0,,
"Thu, Dec 31, 2015",8:00 pm,Box Score,Phoenix Suns,106.0,Oklahoma City Thunder,110.0,,
"Thu, Dec 31, 2015",9:00 pm,Box Score,Portland Trail Blazers,96.0,Utah Jazz,109.0,,
January,,,,,,,,
"Fri, Jan 1, 2016",8:00 pm,Box Score,New York Knicks,81.0,Chicago Bulls,108.0,,
"Fri, Jan 1, 2016",10:30 pm,Box Score,Philadelphia 76ers,84.0,Los Angeles Lakers,93.0,,
