AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_STATE_CODE,LATITUDE,LONGITUDE
11745,FQL,"Flora, IL",IL,38.665,-88.45305556
11747,FQN,"Karta Lake, AK",AK,55.56222222,-132.63055556
11748,FQO,"Manzanita Lake, AK",AK,55.56666667,-131.05638889
11749,FQP,"Shrimp Bay, AK",AK,55.83444444,-131.48472222
11750,FQQ,"Dry Bay, AK",AK,59.14666667,-138.56361111
11751,FQR,"Josephine Lake, AK",AK,55.24361111,-132.57333333
11754,FQU,"Libby, MT",MT,48.28388889,-115.49027778
11755,FQV,"Volcano Bay, AK",AK,53.81444444,-167.11944444
11756,FQW,"Fort Glenn, AK",AK,53.36666667,-167.88333333
11757,FQX,"Babe Islands, AK",AK,55.21027778,-132.13194444
11758,FQY,"Kahli Cove, AK",AK,55.92638889,-133.25277778
11762,FRD,"Friday Harbor, WA",WA,48.52638889,-123.02388889
11762,FRD,"Friday Harbor, WA",WA,48.52194444,-123.02444444
11764,FRG,"East Farmingdale, NY",NY,40.72944444,-73.415
11764,FRG,"East Farmingdale, NY",NY,40.72888889,-73.41333333
11766,FRM,"Fairmont, MN",MN,43.64722222,-94.42361111
11766,FRM,"Fairmont, MN",MN,43.64388889,-94.41555556
11768,FRP,"Fresh Water Bay, AK",AK,57.85,-134.98333333
11769,FRR,"Front Royal, VA",VA,38.91722222,-78.25388889
11769,FRR,"Front Royal, VA",VA,38.9175,-78.25333333
11773,FRY,"Fryeburg, ME",ME,43.99027778,-70.94638889
11773,FRY,"Fryeburg, ME",ME,43.99111111,-70.94777778
11775,FSD,"Sioux Falls, SD",SD,43.57888889,-96.74083333
11775,FSD,"Sioux Falls, SD",SD,43.58194444,-96.74194444
11776,FSI,"Fort Sill, OK",OK,34.65,-98.40166667
11776,FSI,"Fort Sill, OK",OK,34.64972222,-98.40222222
11777,FSK,"Fort Scott, KS",KS,37.79722222,-94.76944444
11777,FSK,"Fort Scott, KS",KS,37.79833333,-94.76944444
11778,FSM,"Fort Smith, AR",AR,35.33666667,-94.3675
11780,FST,"Ft. Stockton, TX",TX,30.915,-102.9125
11780,FST,"Ft. Stockton, TX",TX,30.91527778,-102.91277778
11782,FTC,"Fort Collins, CO",CO,40.58722222,-105.04027778
11784,FTG,"Denver, CO",CO,39.785,-104.54305556
11784,FTG,"Denver, CO",CO,39.78527778,-104.54305556
11784,FTG,"Denver, CO",CO,39.78416667,-104.5375
11785,FTK,"Fort Knox, KY",KY,37.90666667,-85.97305556
11785,FTK,"Fort Knox, KY",KY,37.90722222,-85.97166667
11786,FOA,"Fortuna Ledge, AK",AK,61.86666667,-162.06666667
11786,FTL,"Fortuna Ledge, AK",AK,61.86833333,-162.06805556
11789,FTW,"Dallas/Fort Worth, TX",TX,32.8175,-97.35861111
11789,FTW,"Dallas/Fort Worth, TX",TX,32.81972222,-97.3625
11789,FTW,"Dallas/Fort Worth, TX",TX,32.81944444,-97.36166667
11789,FTW,"Dallas/Fort Worth, TX",TX,32.81972222,-97.3625
11790,FTY,"Atlanta, GA",GA,33.77916667,-84.52138889
11794,FUL,"Fullerton, CA",CA,33.86666667,-117.975
11794,FUL,"Fullerton, CA",CA,33.87194444,-117.97972222
11797,FVA,"Osprey Lodge, AK",AK,61.11638889,-155.31138889
11800,FVD,"Sonora, TX",TX,30.58583333,-100.64861111
11800,FVD,"Sonora, TX",TX,30.58555556,-100.64861111
11801,FVE,"Fallbrook, CA",CA,33.35416667,-117.25083333
11803,FVG,"Wickenburg, AZ",AZ,33.96972222,-112.79638889
11803,FVG,"Wickenburg, AZ",AZ,33.97055556,-112.79527778
11803,FVG,"Wickenburg, AZ",AZ,33.97055556,-112.795
11804,FVH,"Othello, WA",WA,46.795,-119.08027778
11804,FVH,"Othello, WA",WA,46.79472222,-119.07916667
11804,FVH,"Othello, WA",WA,46.79416667,-119.08
11805,FVI,"Lake Providence, LA",LA,32.82583333,-91.18777778
11810,FVN,"Culbertson, MT",MT,48.15333333,-104.50388889
11810,FVN,"Culbertson, MT",MT,48.15333333,-104.50416667
11810,FVN,"Culbertson, MT",MT,48.15361111,-104.50416667
11811,FVO,"Aurora, OR",OR,45.24722222,-122.77
11812,FVP,"Quincy, CA",CA,39.94388889,-120.94694444
11812,FVP,"Quincy, CA",CA,39.94388889,-120.94527778
11813,FVQ,"Donlin Creek, AK",AK,62.01694444,-158.15
11813,FVQ,"Donlin Creek Mine, AK",AK,62.07194444,-158.20416667
11814,FVR,"Three Forks, MT",MT,45.87861111,-111.56916667
11815,FVS,"Rexburg, ID",ID,43.83388889,-111.805
11818,FVV,"Kernville, CA",CA,35.72833333,-118.41972222
11819,FVW,"Golden Creek Mine, AK",AK,65.28333333,-153.0
11820,FVX,"Grace Harbor, AK",AK,54.91666667,-132.91666667
11821,FVY,"Unuk River, AK",AK,56.08333333,-131.96666667
11822,FVZ,"Deadhorse, AK",AK,70.00388889,-153.0775
11823,FWA,"Fort Wayne, IN",IN,40.97833333,-85.18805556
11823,FWA,"Fort Wayne, IN",IN,40.97833333,-85.18805556
11823,FWA,"Fort Wayne, IN",IN,40.97833333,-85.18805556
11823,FWA,"Fort Wayne, IN",IN,40.97833333,-85.19527778
11824,FWH,"Fort Worth, TX",TX,32.76888889,-97.44111111
11824,FWH,"Fort Worth, TX",TX,32.76888889,-97.44111111
11824,FWH,"Fort Worth, TX",TX,32.76916667,-97.44166667
11825,FWL,"Farewell, AK",AK,62.50972222,-153.88944444
11825,FWL,"Farewell, AK",AK,62.50666667,-153.89361111
11825,FWL,"Farewell, AK",AK,62.50916667,-153.89027778
11826,FWS,"Fort Worth, TX",TX,32.56527778,-97.30805556
11827,FXE,"Fort Lauderdale, FL",FL,26.19694444,-80.17083333
11827,FXE,"Fort Lauderdale, FL",FL,26.19722222,-80.17083333
11828,FXM,"Flaxman Island, AK",AK,70.17305556,-146.85555556
11828,A35,"Kaktovik, AK",AK,70.17277778,-146.83611111
11830,FXR,"Clinton, IN",IN,40.27333333,-86.56222222
11830,FXR,"Clinton, IN",IN,40.27333333,-86.56222222
11831,FXY,"Forest City, IA",IA,43.23472222,-93.62416667
11833,FYU,"Fort Yukon, AK",AK,66.58111111,-145.20833333
11833,FYU,"Fort Yukon, AK",AK,66.57138889,-145.25055556
11833,FYU,"Fort Yukon, AK",AK,66.5725,-145.24638889
11834,FYV,"Fayetteville, AR",AR,36.00361111,-94.17
11834,FYV,"Fayetteville, AR",AR,36.005,-94.17027778
11834,FYV,"Fayetteville, AR",AR,36.005,-94.17
11836,GA1,"Lafayette, GA",GA,34.68861111,-85.29055556
11836,GA1,"Lafayette, GA",GA,34.68861111,-85.29027778
11837,GA2,"Carrollton, GA",GA,33.63111111,-85.15194444
11837,GA2,"Carrollton, GA",GA,33.63166667,-85.15222222
11838,GA3,"Atlanta, GA",GA,33.31166667,-84.76972222
11840,GAD,"Gadsden, AL",AL,33.97361111,-86.08722222
11840,GAD,"Gadsden, AL",AL,33.97277778,-86.08916667
11842,GAI,"Gaithersburg, MD",MD,39.16833333,-77.16611111
11844,GAL,"Galena, AK",AK,64.73638889,-156.93166667
11844,GAL,"Galena, AK",AK,64.73611111,-156.9375
11845,GAM,"Gambell, AK",AK,63.76666667,-171.7375
11845,GAM,"Gambell, AK",AK,63.76666667,-171.73277778
11855,GBA,"Goose Bay, AK",AK,61.395,-149.84166667
11856,GBD,"Great Bend, KS",KS,38.34722222,-98.86416667
11856,GBD,"Great Bend, KS",KS,38.34416667,-98.85916667
11858,GBG,"Galesburg, IL",IL,40.93861111,-90.42888889
11858,GBG,"Galesburg, IL",IL,40.93805556,-90.43111111
11859,GBH,"Galbraith Lake, AK",AK,68.47916667,-149.49
11859,GBH,"Galbraith Lake, AK",AK,68.47972222,-149.49
11862,GBR,"Great Barrington, MA",MA,42.18444444,-73.40416667
11862,GBR,"Great Barrington, MA",MA,42.18416667,-73.40333333
11865,GCC,"Gillette, WY",WY,44.35138889,-105.525
11865,GCC,"Gillette, WY",WY,44.34888889,-105.53944444
11867,GCK,"Garden City, KS",KS,37.92861111,-100.72972222
11867,GCK,"Garden City, KS",KS,37.92861111,-100.72972222
11867,GCK,"Garden City, KS",KS,37.9275,-100.72444444
11869,GCN,"Grand Canyon, AZ",AZ,35.95194444,-112.1475
11869,GCN,"Grand Canyon, AZ",AZ,35.95222222,-112.14694444
11870,GCY,"Greeneville, TN",TN,36.19138889,-82.81666667
11871,GDC,"Greenville, SC",SC,34.75833333,-82.37666667
11871,GDC,"Greenville, SC",SC,34.75833333,-82.37638889
11871,GDC,"Greenville, SC",SC,34.75833333,-82.37638889
11873,GDH,"Golden Horn Lodge, AK",AK,59.74694444,-158.87472222
11875,GDM,"Gardner, MA",MA,42.54972222,-72.01638889
11875,GDM,"Gardner, MA",MA,42.55,-72.01611111
11879,GDV,"Glendive, MT",MT,47.13888889,-104.80694444
11879,GDV,"Glendive, MT",MT,47.13861111,-104.80722222
11880,GDW,"Gladwin, MI",MI,43.96861111,-84.47388889
11880,GDW,"Gladwin, MI",MI,43.97055556,-84.475
11883,GED,"Georgetown, DE",DE,38.68916667,-75.35888889
11883,GED,"Georgetown, DE",DE,38.68916667,-75.35888889
11883,GED,"Georgetown, DE",DE,38.6875,-75.35944444
11884,GEG,"Spokane, WA",WA,47.62,-117.53277778
11884,GEG,"Spokane, WA",WA,47.61916667,-117.53527778
11885,GEK,"Ganes Creek, AK",AK,62.97555556,-156.51333333
11893,GEY,"Greybull, WY",WY,44.51333333,-108.07777778
11893,GEY,"Greybull, WY",WY,44.51694444,-108.08277778
11893,GEY,"Greybull, WY",WY,44.51805556,-108.08305556
11894,GEZ,"Shelbyville, IN",IN,39.58305556,-85.80472222
11894,GEZ,"Shelbyville, IN",IN,39.58305556,-85.80472222
11895,GFA,"Great Falls, MT",MT,47.505,-111.18722222
11895,GFA,"Great Falls, MT",MT,47.50472222,-111.18722222
11896,GFB,"Togiak Fish, AK",AK,59.05,-160.28333333
11898,GFK,"Grand Forks, ND",ND,47.95194444,-97.17861111
11898,GFK,"Grand Forks, ND",ND,47.94722222,-97.17388889
11899,GFL,"Glens Falls, NY",NY,43.34444444,-73.60916667
11899,GFL,"Glens Falls, NY",NY,43.34111111,-73.61027778
11904,GGE,"Georgetown, SC",SC,33.31194444,-79.31805556
11904,GGE,"Georgetown, SC",SC,33.31138889,-79.32027778
11905,GGG,"Longview, TX",TX,32.38666667,-94.71527778
11905,GGG,"Longview, TX",TX,32.38388889,-94.71138889
11908,GGW,"Glasgow, MT",MT,48.21277778,-106.61555556
11908,GGW,"Glasgow, MT",MT,48.2125,-106.61472222
11921,GJT,"Grand Junction, CO",CO,39.11861111,-108.51388889
11921,GJT,"Grand Junction, CO",CO,39.1225,-108.52666667
11924,GKN,"Gulkana, AK",AK,62.15527778,-145.45222222
11924,GKN,"Gulkana, AK",AK,62.155,-145.45444444
11929,GLD,"Goodland, KS",KS,39.37027778,-101.69944444
11929,GLD,"Goodland, KS",KS,39.37055556,-101.69888889
11931,GLH,"Greenville, MS",MS,33.48444444,-90.985
11931,GLH,"Greenville, MS",MS,33.48277778,-90.98555556
11931,GLH,"Greenville, MS",MS,33.48277778,-90.98555556
11937,GLQ,"Glennallen, AK",AK,62.11861111,-145.55
11938,GLR,"Gaylord, MI",MI,45.01444444,-84.69944444
11938,GLR,"Gaylord, MI",MI,45.01305556,-84.70333333
11939,GLS,"Galveston, TX",TX,29.2675,-94.86027778
11939,GLS,"Galveston, TX",TX,29.26527778,-94.86055556
11941,GLV,"Golovin, AK",AK,64.54416667,-163.0375
11941,GLV,"Golovin, AK",AK,64.55055556,-163.00722222
11942,GLW,"Glasgow, KY",KY,37.03166667,-85.95361111
11946,GMT,"Granite Mountain, AK",AK,65.40555556,-161.2775
11946,GMT,"Granite Mountain, AK",AK,65.40222222,-161.28138889
11947,GMU,"Greenville, SC",SC,34.84777778,-82.35027778
11947,GMU,"Greenville, SC",SC,34.84805556,-82.35
11952,GNU,"Goodnews Bay, AK",AK,59.1125,-161.58055556
11952,GNU,"Goodnews Bay, AK",AK,59.1175,-161.5775
11952,GNU,"Goodnews Bay, AK",AK,59.11777778,-161.57361111
11953,GNV,"Gainesville, FL",FL,29.68972222,-82.27583333
11953,GNV,"Gainesville, FL",FL,29.69,-82.27166667
11959,GOL,"Gold Beach, OR",OR,42.41361111,-124.42305556
11959,GOL,"Gold Beach, OR",OR,42.41527778,-124.425
11961,GON,"New London/Groton, CT",CT,41.32888889,-72.04638889
11961,GON,"New London/Groton, CT",CT,41.33,-72.04527778
11971,GPM,"Grand Prairie, TX",TX,32.69833333,-97.04666667
11971,GPM,"Grand Prairie, TX",TX,32.69888889,-97.04694444
11973,GPT,"Gulfport/Biloxi, MS",MS,30.40611111,-89.07027778
11973,GPT,"Gulfport/Biloxi, MS",MS,30.40722222,-89.07
11974,GPZ,"Grand Rapids, MN",MN,47.21444444,-93.51111111
11974,GPZ,"Grand Rapids, MN",MN,47.20916667,-93.51
11974,GPZ,"Grand Rapids, MN",MN,47.21027778,-93.51
11975,GQQ,"Galion, OH",OH,40.73666667,-82.75722222
11975,GQQ,"Galion, OH",OH,40.73611111,-82.75277778
11977,GRB,"Green Bay, WI",WI,44.48805556,-88.13055556
11977,GRB,"Green Bay, WI",WI,44.48472222,-88.12972222
11978,GRD,"Greenwood, SC",SC,34.25138889,-82.15833333
11978,GRD,"Greenwood, SC",SC,34.24861111,-82.15916667
11979,GRF,"Tacoma, WA",WA,47.08333333,-122.57916667
11979,GRF,"Tacoma, WA",WA,47.07916667,-122.58083333
11980,GRI,"Grand Island, NE",NE,40.96722222,-98.30666667
11980,GRI,"Grand Island, NE",NE,40.9675,-98.30972222
11982,GRK,"Killeen, TX",TX,31.06472222,-97.8275
11982,GRK,"Killeen, TX",TX,31.06722222,-97.82888889
11986,GRR,"Grand Rapids, MI",MI,42.88111111,-85.52416667
11986,GRR,"Grand Rapids, MI",MI,42.88111111,-85.52416667
11986,GRR,"Grand Rapids, MI",MI,42.88083333,-85.52277778
11992,GSB,"Goldsboro, NC",NC,35.33972222,-77.96
11992,GSB,"Goldsboro, NC",NC,35.33944444,-77.96055556
11994,GSH,"Goshen, IN",IN,41.52722222,-85.79222222
11994,GSH,"Goshen, IN",IN,41.52722222,-85.79222222
11994,GSH,"Goshen, IN",IN,41.52638889,-85.79416667
11995,GSO,"Greensboro/High Point, NC",NC,36.09194444,-79.94277778
11995,GSO,"Greensboro/High Point, NC",NC,36.10138889,-79.94111111
11996,GSP,"Greer, SC",SC,34.89888889,-82.21388889
11996,GSP,"Greer, SC",SC,34.89888889,-82.21388889
11996,GSP,"Greer, SC",SC,34.89555556,-82.21888889
11997,GST,"Gustavus, AK",AK,58.4275,-135.705
11997,GST,"Gustavus, AK",AK,58.42527778,-135.7075
11999,GSW,"Dallas/Fort Worth, TX",TX,32.8275,-97.04527778
12003,GTF,"Great Falls, MT",MT,47.48555556,-111.36694444
12003,GTF,"Great Falls, MT",MT,47.48277778,-111.37055556
12007,GTR,"Columbus, MS",MS,33.45027778,-88.59138889
12007,GTR,"Columbus, MS",MS,33.44833333,-88.59138889
12008,GTU,"Georgetown, TX",TX,30.67888889,-97.67944444
12012,GUC,"Gunnison, CO",CO,38.53388889,-106.93888889
12012,GUC,"Gunnison, CO",CO,38.53388889,-106.93305556
12012,GUC,"Gunnison, CO",CO,38.53444444,-106.93166667
12016,GUM,"Guam, TT",TT,13.48388889,144.79722222
12018,GUP,"Gallup, NM",NM,35.51111111,-108.78666667
12018,GUP,"Gallup, NM",NM,35.51111111,-108.78944444
12021,GUS,"Peru, IN",IN,40.64805556,-86.15222222
12021,GUS,"Peru, IN",IN,40.64805556,-86.15222222
12024,GUY,"Guymon, OK",OK,36.68027778,-101.50777778
12024,GUY,"Guymon, OK",OK,36.685,-101.50777778
12027,GVE,"Gordonville, VA",VA,38.15611111,-78.16527778
12027,GVE,"Gordonville, VA",VA,38.15611111,-78.16583333
12028,GVL,"Gainesville, GA",GA,34.27305556,-83.82916667
12028,GVL,"Gainesville, GA",GA,34.2725,-83.83027778
12029,GVQ,"Batavia, NY",NY,43.03166667,-78.16972222
12031,GVT,"Greenville, TX",TX,33.06777778,-96.06527778
12032,GVW,"Grandview, MO",MO,38.85083333,-94.55833333
12039,GWO,"Greenwood, MS",MS,33.495,-90.08888889
12039,GWO,"Greenwood, MS",MS,33.49444444,-90.08472222
12039,GWO,"Greenwood, MS",MS,33.49611111,-90.09083333
12039,GWO,"Greenwood, MS",MS,33.49416667,-90.08472222
12040,GWI,"Gwinner, ND",ND,46.21944444,-97.64416667
12040,GWR,"Gwinner, ND",ND,46.21861111,-97.64333333
12040,GWR,"Gwinner, ND",ND,46.21833333,-97.64333333
12041,GWS,"Glenwood Springs, CO",CO,39.50833333,-107.31138889
12041,GWS,"Glenwood Springs, CO",CO,39.50611111,-107.30916667
12054,GYR,"Goodyear, AZ",AZ,33.42361111,-112.37416667
12054,GYR,"Goodyear, AZ",AZ,33.42361111,-112.37444444
12054,GYR,"Goodyear, AZ",AZ,33.42388889,-112.37472222
12054,GYR,"Goodyear, AZ",AZ,33.42333333,-112.37527778
12054,GYR,"Goodyear, AZ",AZ,33.42388889,-112.37472222
12055,GYY,"Gary, IN",IN,41.61805556,-87.41555556
12055,GYY,"Gary, IN",IN,41.61638889,-87.41277778
12055,GYY,"Gary, IN",IN,41.61722222,-87.41444444
12058,HAB,"Hamilton, AL",AL,34.12916667,-87.99444444
12061,HAE,"Havasupai, AZ",AZ,36.21666667,-112.66666667
12062,HAF,"Half Moon Bay, CA",CA,37.50416667,-122.5
12062,HAF,"Half Moon Bay, CA",CA,37.51333333,-122.50111111
12068,HAO,"Hamilton, OH",OH,39.36444444,-84.52472222
12068,HAO,"Hamilton, OH",OH,39.36388889,-84.52194444
12068,HAO,"Hamilton, OH",OH,39.36388889,-84.52194444
12070,HAR,"Harrisburg, PA",PA,40.21611111,-76.85222222
12070,HAR,"Harrisburg, PA",PA,40.2175,-76.85027778
12070,HAR,"Harrisburg, PA",PA,40.21722222,-76.85138889
12074,HAY,"Haycock, AK",AK,65.20277778,-161.15277778
12076,HBC,"Hanus Bay, AK",AK,57.41666667,-135.03333333
12078,HBG,"Hattiesburg, MS",MS,31.26694444,-89.255
12078,HBG,"Hattiesburg, MS",MS,31.265,-89.25277778
12079,HBH,"Hobart Bay, AK",AK,57.4,-133.46666667
12083,HBV,"Hebbronville, TX",TX,27.34944444,-98.73694444
12084,HBY,"Hood Bay, AK",AK,57.38194444,-134.39527778
12085,HCA,"Big Spring, TX",TX,32.30361111,-101.43388889
12086,HCB,"Shoal Cove, AK",AK,55.45,-131.28333333
12087,HCR,"Holy Cross, AK",AK,62.18888889,-159.77166667
12087,HCR,"Holy Cross, AK",AK,62.18833333,-159.775
12088,HDA,"Hidden Falls, AK",AK,57.21666667,-134.88333333
12092,HDH,"Mokuleia, HI",HI,21.5825,-158.20027778
12092,HDH,"Mokuleia, HI",HI,21.57944444,-158.19722222
12094,HDN,"Hayden, CO",CO,40.48166667,-107.22
12094,HDN,"Hayden, CO",CO,40.48111111,-107.21777778
12098,HED,"Herendeen, AK",AK,55.80222222,-160.89722222
12098,HED,"Herendeen, AK",AK,55.80138889,-160.89916667
12103,HES,"Hermiston, OR",OR,45.82583333,-119.25833333
12103,HES,"Hermiston, OR",OR,45.82833333,-119.25916667
12106,HEZ,"Natchez, MS",MS,31.61472222,-91.29638889
12106,HEZ,"Natchez, MS",MS,31.61361111,-91.29722222
12108,HFD,"Hartford, CT",CT,41.73333333,-72.65
12108,HFD,"Hartford, CT",CT,41.73666667,-72.64944444
12110,HFF,"Hoffman, NC",NC,35.03638889,-79.49777778
12110,HFF,"Hoffman, NC",NC,35.03666667,-79.4975
12119,HGR,"Hagerstown, MD",MD,39.70777778,-77.73
12119,HGR,"Hagerstown, MD",MD,39.70861111,-77.72638889
12122,HGZ,"Hogatza, AK",AK,66.19166667,-155.66888889
12124,HHH,"Hilton Head, SC",SC,32.21666667,-80.68333333
12124,HHH,"Hilton Head, SC",SC,32.22444444,-80.6975
12127,HHR,"Hawthorne, CA",CA,33.92277778,-118.33527778
12128,HIA,"Hiawatha, KS",KS,39.87805556,-95.5225
12128,KS3,"Hiawatha, KS",KS,39.87805556,-95.5225
12128,KS3,"Hiawatha, KS",KS,39.87916667,-95.52527778
12129,HIB,"Hibbing, MN",MN,47.38861111,-92.83861111
12129,HIB,"Hibbing, MN",MN,47.38861111,-92.83861111
12129,HIB,"Hibbing, MN",MN,47.38666667,-92.83888889
12130,HIE,"Whitefield, NH",NH,44.36583333,-71.54861111
12130,HIE,"Whitefield, NH",NH,44.3675,-71.54583333
12131,HIF,"Ogden, UT",UT,41.12361111,-111.97194444
12131,HIF,"Ogden, UT",UT,41.12388889,-111.97305556
12132,HII,"Lake Havasu City, AZ",AZ,34.56833333,-114.35527778
12132,HII,"Lake Havasu City, AZ",AZ,34.57111111,-114.35833333
12134,HIK,"Honolulu, HI",HI,21.31861111,-157.9225
12134,HIK,"Honolulu, HI",HI,21.31861111,-157.9225
12134,HIK,"Honolulu, HI",HI,21.31777778,-157.92027778
12136,HIO,"Hillsboro, OR",OR,45.54055556,-122.94861111
12136,HIO,"Hillsboro, OR",OR,45.54055556,-122.95027778
12136,HIO,"Hillsboro, OR",OR,45.54083333,-122.95027778
12136,HIO,"Hillsboro, OR",OR,45.54222222,-122.95083333
12140,HKA,"Blytheville, AR",AR,35.94055556,-89.83083333
12141,HKB,"Healy, AK",AK,63.8675,-148.96888889
12146,HKP,"Kaanapali, HI",HI,20.94583333,-156.69305556
12147,HKS,"Jackson, MS",MS,32.33361111,-90.22222222
12147,HKS,"Jackson, MS",MS,32.33472222,-90.2225
12149,HKY,"Hickory, NC",NC,35.74055556,-81.39
12149,HKY,"Hickory, NC",NC,35.74111111,-81.38944444
12153,HLG,"Wheeling, WV",WV,40.17444444,-80.64833333
12153,HLG,"Wheeling, WV",WV,40.175,-80.64638889
12154,HLI,"Hollister, CA",CA,36.89027778,-121.40611111
12154,HLI,"Hollister, CA",CA,36.89333333,-121.41027778
12155,HLM,"Holland, MI",MI,42.79583333,-86.16194444
12156,HLN,"Helena, MT",MT,46.60666667,-111.98194444
12156,HLN,"Helena, MT",MT,46.60694444,-111.98277778
12156,HLN,"Helena, MT",MT,46.60666667,-111.98333333
12157,HLO,"Holbrook, AZ",AZ,34.93861111,-110.14027778
12163,HMN,"Alamogordo, NM",NM,32.85138889,-106.10166667
12163,HMN,"Alamogordo, NM",NM,32.8525,-106.10638889
12163,HMN,"Alamogordo, NM",NM,32.85222222,-106.10916667
12165,HMS,"Homeshore, AK",AK,58.29444444,-135.34722222
12166,HMT,"Hemet, CA",CA,33.735,-117.02055556
12166,HMT,"Hemet, CA",CA,33.73388889,-117.0225
12168,HNC,"Hatteras, NC",NC,35.23111111,-75.62138889
12168,HNC,"Hatteras, NC",NC,35.23277778,-75.61777778
12171,HNH,"Hoonah, AK",AK,58.09805556,-135.40333333
12171,HNH,"Hoonah, AK",AK,58.09611111,-135.40972222
12171,HNH,"Hoonah, AK",AK,58.09611111,-135.40888889
12173,HNL,"Honolulu, HI",HI,21.31861111,-157.9225
12173,HNL,"Honolulu, HI",HI,21.31777778,-157.92027778
12174,HNM,"Hana, HI",HI,20.79583333,-156.01888889
12174,HNM,"Hana, HI",HI,20.79555556,-156.01444444
12175,HNS,"Haines, AK",AK,59.24583333,-135.51888889
12175,HNS,"Haines, AK",AK,59.24583333,-135.51888889
12175,HNS,"Haines, AK",AK,59.24388889,-135.52361111
12177,HOB,"Hobbs, NM",NM,32.68861111,-103.21694444
12177,HOB,"Hobbs, NM",NM,32.6875,-103.21694444
12177,HOB,"Hobbs, NM",NM,32.6875,-103.21722222
12183,HOL,"Holikachuk, AK",AK,62.91055556,-159.52777778
12184,HOM,"Homer, AK",AK,59.64527778,-151.47638889
12184,HOM,"Homer, AK",AK,59.64555556,-151.47666667
12185,HON,"Huron, SD",SD,44.38361111,-98.22638889
12185,HON,"Huron, SD",SD,44.38527778,-98.22861111
12187,HOP,"Hopkinsville, KY",KY,36.67277778,-87.49166667
12187,HOP,"Hopkinsville, KY",KY,36.66861111,-87.49611111
12190,HOT,"Hot Springs, AR",AR,34.47888889,-93.09611111
12190,HOT,"Hot Springs, AR",AR,34.47805556,-93.09611111
12191,HOU,"Houston, TX",TX,29.645,-95.27861111
12191,HOU,"Houston, TX",TX,29.64555556,-95.27888889
12195,HPB,"Hooper Bay, AK",AK,61.525,-166.14527778
12195,HPB,"Hooper Bay, AK",AK,61.52388889,-166.14666667
12197,HPN,"White Plains, NY",NY,41.06888889,-73.70777778
12197,HPN,"White Plains, NY",NY,41.06694444,-73.7075
12198,HPT,"Hampton, IA",IA,42.72638889,-93.22638889
12198,HPT,"Hampton, IA",IA,42.72361111,-93.22638889
12199,HPV,"Hanalei, HI",HI,22.2125,-159.44666667
12199,HPV,"Hanalei, HI",HI,22.20916667,-159.44555556
12200,HQM,"Hoquiam, WA",WA,46.97111111,-123.93666667
12206,HRL,"Harlingen/San Benito, TX",TX,26.22805556,-97.65222222
12206,HRL,"Harlingen/San Benito, TX",TX,26.22861111,-97.65444444
12206,HRL,"Harlingen/San Benito, TX",TX,26.22722222,-97.65527778
12207,HRO,"Harrison, AR",AR,36.26166667,-93.15555556
12207,HRO,"Harrison, AR",AR,36.26138889,-93.15472222
12211,HSH,"Las Vegas, NV",NV,35.97277778,-115.13444444
12211,HSH,"Las Vegas, NV",NV,35.97277778,-115.13444444
12212,HSI,"Hastings, NE",NE,40.60555556,-98.42694444
12212,HSI,"Hastings, NE",NE,40.60527778,-98.42777778
12214,HSL,"Huslia, AK",AK,65.7025,-156.375
12214,HSL,"Huslia, AK",AK,65.69777778,-156.35138889
12215,HSP,"Hot Springs, VA",VA,37.95055556,-79.83388889
12215,HSP,"Hot Springs, VA",VA,37.95138889,-79.83388889
12216,HST,"Homestead, FL",FL,25.48805556,-80.38416667
12216,HST,"Homestead, FL",FL,25.48805556,-80.38416667
12216,HST,"Homestead, FL",FL,25.48861111,-80.38361111
12217,HSV,"Huntsville, AL",AL,34.64277778,-86.77555556
12217,HSV,"Huntsville, AL",AL,34.63722222,-86.775
12220,HTH,"Hawthorne, NV",NV,38.54527778,-118.63222222
12220,HTH,"Hawthorne, NV",NV,38.54444444,-118.63416667
12220,HTH,"Hawthorne, NV",NV,38.545,-118.6325
12222,HTO,"East Hampton, NY",NY,40.95944444,-72.25166667
12222,HTO,"East Hampton, NY",NY,40.95944444,-72.25222222
12222,HTO,"East Hampton, NY",NY,40.95944444,-72.25166667
12223,HTS,"Ashland, WV",WV,38.36694444,-82.55611111
12223,HTS,"Ashland, WV",WV,38.36694444,-82.55861111
12223,HTS,"Ashland, WV",WV,38.36861111,-82.56027778
12225,HUA,"Huntsville, AL",AL,34.67861111,-86.68472222
12226,HUC,"Humacao, PR",PR,18.14,-65.80111111
12226,HUC,"Humacao, PR",PR,18.13805556,-65.80083333
12226,HUC,"Humacao, PR",PR,18.13805556,-65.80083333
12226,HUC,"Humacao, PR",PR,18.13805556,-65.80083333
12226,HUC,"Humacao, PR",PR,18.13805556,-65.80083333
12228,HUF,"Terre Haute, IN",IN,39.45444444,-87.3075
12228,HUF,"Terre Haute, IN",IN,39.45444444,-87.3075
12228,HUF,"Terre Haute, IN",IN,39.45138889,-87.3075
12232,HUL,"Houlton, ME",ME,46.12305556,-67.79333333
12232,HUL,"Houlton, ME",ME,46.12472222,-67.79222222
12233,HUM,"Houma, LA",LA,29.56694444,-90.66083333
12233,HUM,"Houma, LA",LA,29.56638889,-90.66055556
12235,HUS,"Hughes, AK",AK,66.04055556,-154.26333333
